0, 4.578537,  4.248237, 
1,20.772295, 18.673136, 
2,31.601484, 28.126289, 
3, 8.060653,  7.213010, 
4, 5.743177,  5.265423, 
5,14.314088, 12.851628, 
6,16.283566, 14.578581, 
7, 7.036176,  6.307112, 
8,12.447145, 11.411010, 
9, 9.541121,  8.434460, 
10, 4.975564,  4.471790, 
11,10.217861,  9.189319, 
12, 7.790305,  6.944387, 
13, 8.061744,  7.351930, 
14,14.474152, 12.899018, 
15,23.508526, 20.894575, 
16,10.891013,  9.845741, 
17, 6.904998,  6.217895, 
18, 9.861643,  8.798754, 
19,10.467999,  9.353374, 
20, 7.566504,  6.750957, 
21, 2.827204,  2.402885, 
22, 4.613604,  4.079682, 
23, 8.740029,  7.752409, 
24,37.742981, 33.508766, 
25, 1.453186,  1.377172, 
26,39.442352, 34.965954, 
27, 6.123908,  5.537003, 
28, 2.875304,  2.430978, 
29,10.593831,  9.434650, 
30, 6.402306,  5.770092, 
31,13.072474, 11.520390, 
32, 8.568351,  7.763286, 
33, 3.714174,  3.196375, 
34,10.371385,  9.269866, 
35,12.607241, 11.136947, 
36, 6.776637,  5.933949, 
37, 5.626796,  4.918555, 
38,12.393583, 10.813557, 
39, 3.160884,  2.855564, 
40, 3.893576,  3.599761, 
41,35.636669, 31.658722, 
42,14.898952, 13.296728, 
43, 9.881489,  8.869857, 
44,15.050985, 13.370685, 
45,24.909836, 21.971083, 
46, 5.719378,  5.171487, 
47, 5.468924,  4.864538, 
48, 3.927513,  3.487223, 
49, 3.613311,  3.133404, 
